chr2L	72000	73000	97.9	97.9	97.9	97.9	chr2L:72000
chr2L	73000	74000	97.6	97.6	97.6	97.6	chr2L:73000
chr2L	74000	75000	99.5	99.5	99.5	99.5	chr2L:74000
chr2L	75000	76000	99.9	99.9	99.9	99.9	chr2L:75000
chr2L	76000	77000	99.7	99.7	99.7	99.7	chr2L:76000
chr2L	77000	78000	100	100	100	100	chr2L:77000
chr2L	78000	79000	100	100	100	100	chr2L:78000
chr2L	79000	80000	100	100	100	100	chr2L:79000
chr2L	80000	81000	99.6	99.6	99.6	99.6	chr2L:80000
chr2L	81000	82000	99.5	99.5	99.5	99.5	chr2L:81000
chr2L	82000	83000	100	100	100	100	chr2L:82000
chr2L	83000	84000	100	100	100	100	chr2L:83000
chr2L	84000	85000	99.9	99.9	99.9	99.9	chr2L:84000
chr2L	85000	86000	99.5	99.5	99.5	99.5	chr2L:85000
chr2L	86000	87000	100	100	100	100	chr2L:86000
chr2L	87000	88000	99.4	99.5	99.4	99.5	chr2L:87000
chr2L	88000	89000	98.7	98.6	98.7	98.6	chr2L:88000
chr2L	89000	90000	99.8	99.9	99.8	99.9	chr2L:89000
chr2L	90000	91000	99.5	99.4	99.5	99.4	chr2L:90000
chr2L	91000	92000	99.8	100	99.8	100	chr2L:91000
chr2L	92000	93000	99.1	98.9	99.1	98.9	chr2L:92000
chr2L	93000	94000	98.5	98.5	98.5	98.5	chr2L:93000
chr2L	94000	95000	79.6	79.6	91	91	chr2L:94000
chr2L	95000	96000	99.9	99.9	99.9	99.9	chr2L:95000
chr2L	96000	97000	100	100	100	100	chr2L:96000
chr2L	97000	98000	100	100	100	100	chr2L:97000
chr2L	98000	99000	100	100	100	100	chr2L:98000
chr2L	99000	100000	99.8	99.8	99.8	99.8	chr2L:99000
chr2L	100000	101000	99.7	99.8	99.7	99.8	chr2L:100000
chr2L	101000	102000	99.9	99.8	99.9	99.8	chr2L:101000
chr2L	102000	103000	100	100	100	100	chr2L:102000
chr2L	103000	104000	100	100	100	100	chr2L:103000
chr2L	104000	105000	100	100	100	100	chr2L:104000
chr2L	105000	106000	99.7	99.7	99.7	99.7	chr2L:105000
chr2L	106000	107000	100	100	100	100	chr2L:106000
chr2L	107000	108000	99.8	99.8	99.8	99.8	chr2L:107000
chr2L	108000	109000	100	100	100	100	chr2L:108000
chr2L	109000	110000	99.2	99.2	99.2	99.2	chr2L:109000
chr2L	110000	111000	99.1	99.9	99.1	99.9	chr2L:110000
chr2L	111000	112000	99.8	99	99.8	99	chr2L:111000
chr2L	112000	113000	99.4	99.4	99.4	99.4	chr2L:112000
chr2L	113000	114000	100	100	100	100	chr2L:113000
chr2L	114000	115000	99.9	99.9	99.9	99.9	chr2L:114000
chr2L	115000	116000	98	98	98	98	chr2L:115000
chr2L	116000	117000	81.2	81.3	81.2	81.4	chr2L:116000
chr2L	117000	118000	100	99.9	100	99.9	chr2L:117000
chr2L	118000	119000	100	100	100	100	chr2L:118000
chr2L	119000	120000	100	100	100	100	chr2L:119000
chr2L	120000	121000	100	100	100	100	chr2L:120000
chr2L	121000	122000	99.7	99.7	99.7	99.7	chr2L:121000
chr2L	122000	123000	99.9	99.9	99.9	99.9	chr2L:122000
chr2L	123000	124000	97.7	97.7	97.7	97.7	chr2L:123000
chr2L	124000	125000	100	100	100	100	chr2L:124000
chr2L	125000	126000	99.9	99.9	99.9	99.9	chr2L:125000
chr2L	126000	127000	100	100	100	100	chr2L:126000
chr2L	127000	128000	99.7	99.7	99.7	99.7	chr2L:127000
chr2L	128000	129000	99.6	99.6	99.6	99.6	chr2L:128000
chr2L	129000	130000	100	100	100	100	chr2L:129000
chr2L	130000	131000	99.6	100	99.6	100	chr2L:130000
chr2L	131000	132000	96.6	96.2	96.6	96.2	chr2L:131000
chr2L	132000	133000	100	100	100	100	chr2L:132000
chr2L	133000	134000	99.9	100	99.9	100	chr2L:133000
chr2L	134000	135000	98.8	98.8	98.8	98.8	chr2L:134000
chr2L	135000	136000	98.7	98.6	98.7	98.6	chr2L:135000
chr2L	136000	137000	99.4	99.4	99.4	99.4	chr2L:136000
chr2L	137000	138000	99.7	99.7	99.7	99.7	chr2L:137000
chr2L	138000	139000	96.5	96.5	96.5	96.5	chr2L:138000
chr2L	139000	140000	100	100	100	100	chr2L:139000
chr2L	140000	141000	100	100	100	100	chr2L:140000
chr2L	141000	142000	100	100	100	100	chr2L:141000
chr2L	142000	143000	100	100	100	100	chr2L:142000
chr2L	143000	144000	98.6	98.6	98.6	98.6	chr2L:143000
chr2L	144000	145000	99.7	99.7	99.7	99.7	chr2L:144000
chr2L	145000	146000	99.9	100	99.9	100	chr2L:145000
chr2L	146000	147000	100	99.9	100	99.9	chr2L:146000
chr2L	147000	148000	99.9	99.9	99.9	99.9	chr2L:147000
chr2L	148000	149000	99.8	99.8	99.8	99.8	chr2L:148000
chr2L	149000	150000	100	100	100	100	chr2L:149000
chr2L	150000	151000	99.8	99.8	99.8	99.8	chr2L:150000
chr2L	151000	152000	99.9	99.9	99.9	99.9	chr2L:151000
chr2L	152000	153000	100	100	100	100	chr2L:152000
chr2L	153000	154000	100	100	100	100	chr2L:153000
chr2L	154000	155000	100	100	100	100	chr2L:154000
chr2L	155000	156000	99.8	99.8	99.8	99.8	chr2L:155000
chr2L	156000	157000	99.9	99.9	99.9	99.9	chr2L:156000
chr2L	157000	158000	100	100	100	100	chr2L:157000
chr2L	158000	159000	99.8	99.8	99.8	99.8	chr2L:158000
chr2L	159000	160000	99.4	99.4	99.4	99.4	chr2L:159000
chr2L	160000	161000	98.3	99.6	98.3	99.6	chr2L:160000
chr2L	161000	162000	99.7	98.4	99.7	98.4	chr2L:161000
chr2L	162000	163000	95.5	96.2	95.5	96.2	chr2L:162000
chr2L	163000	164000	98.6	98	98.6	98	chr2L:163000
chr2L	164000	165000	99.5	99.4	99.5	99.4	chr2L:164000
chr2L	165000	166000	99.7	99.7	99.7	99.7	chr2L:165000
chr2L	166000	167000	98.6	98.6	98.6	98.6	chr2L:166000
chr2L	167000	168000	98.4	98.8	98.4	98.8	chr2L:167000
chr2L	168000	169000	99.1	98.8	99.1	98.8	chr2L:168000
chr2L	169000	170000	100	99.9	100	99.9	chr2L:169000
chr2L	170000	171000	100	100	100	100	chr2L:170000
chr2L	171000	172000	99.2	99.2	99.2	99.2	chr2L:171000
chr2L	172000	173000	96.7	97	96.7	97	chr2L:172000
chr2L	173000	174000	99.3	99	99.3	99	chr2L:173000
chr2L	174000	175000	99.6	99.6	99.6	99.6	chr2L:174000
chr2L	175000	176000	99.3	99.3	99.3	99.3	chr2L:175000
chr2L	176000	177000	91.1	91.3	91.1	91.4	chr2L:176000
chr2L	177000	178000	99.5	99.3	99.5	99.3	chr2L:177000
chr2L	178000	179000	94.6	94.6	94.6	94.6	chr2L:178000
chr2L	179000	180000	89.5	90.8	89.5	90.8	chr2L:179000
chr2L	180000	181000	99.9	98.6	99.9	98.6	chr2L:180000
chr2L	181000	182000	99.6	99.6	99.6	99.6	chr2L:181000
chr2L	182000	183000	98.6	98.6	98.6	98.6	chr2L:182000
chr2L	183000	184000	97.6	97.6	97.6	97.6	chr2L:183000
chr2L	184000	185000	99.5	99.5	99.5	99.5	chr2L:184000
chr2L	185000	186000	99.9	99.9	99.9	99.9	chr2L:185000
chr2L	186000	187000	99.9	100	99.9	100	chr2L:186000
chr2L	187000	188000	75.8	75.7	95.4	95.3	chr2L:187000
chr2L	188000	189000	99.9	99.9	99.9	99.9	chr2L:188000
chr2L	189000	190000	99.6	99.6	99.6	99.6	chr2L:189000
chr2L	190000	191000	99.9	99.9	99.9	99.9	chr2L:190000
chr2L	191000	192000	99.1	99.1	99.1	99.1	chr2L:191000
chr2L	192000	193000	99.9	99.9	99.9	99.9	chr2L:192000
chr2L	193000	194000	99.5	99.5	99.5	99.5	chr2L:193000
chr2L	194000	195000	99.8	99.8	99.8	99.8	chr2L:194000
chr2L	195000	196000	98.1	98.1	98.1	98.1	chr2L:195000
chr2L	196000	197000	99.5	99.5	99.5	99.5	chr2L:196000
chr2L	197000	198000	98.9	98.9	98.9	98.9	chr2L:197000
chr2L	198000	199000	98	98	98	98	chr2L:198000
chr2L	199000	200000	99	99	99	99	chr2L:199000
chr2L	200000	201000	99.9	99.9	99.9	99.9	chr2L:200000
chr2L	201000	202000	99.5	99.5	99.5	99.5	chr2L:201000
chr2L	202000	203000	98	98	98	98	chr2L:202000
chr2L	203000	204000	97.4	97.4	97.4	97.4	chr2L:203000
chr2L	204000	205000	100	100	100	100	chr2L:204000
chr2L	205000	206000	100	100	100	100	chr2L:205000
chr2L	206000	207000	99.2	99.2	99.2	99.2	chr2L:206000
chr2L	207000	208000	99.8	99.8	99.8	99.8	chr2L:207000
chr2L	208000	209000	99.8	99.8	99.8	99.8	chr2L:208000
chr2L	209000	210000	100	100	100	100	chr2L:209000
chr2L	210000	211000	98.2	98.2	98.2	98.2	chr2L:210000
chr2L	211000	212000	99.5	99.5	99.5	99.5	chr2L:211000
chr2L	212000	213000	98.8	99.2	98.8	99.2	chr2L:212000
chr2L	213000	214000	99.8	99.4	99.8	99.4	chr2L:213000
chr2L	214000	215000	98.6	98.6	98.6	98.6	chr2L:214000
chr2L	215000	216000	96.7	96.7	96.7	96.7	chr2L:215000
chr2L	216000	217000	99.6	99.6	99.6	99.6	chr2L:216000
chr2L	217000	218000	100	100	100	100	chr2L:217000
chr2L	218000	219000	99.8	99.8	99.8	99.8	chr2L:218000
chr2L	219000	220000	99.1	99.1	99.1	99.1	chr2L:219000
chr2L	220000	221000	99.8	99.8	99.8	99.8	chr2L:220000
chr2L	221000	222000	99.3	99.3	99.3	99.3	chr2L:221000
chr2L	222000	223000	99.4	99.4	99.4	99.4	chr2L:222000
chr2L	223000	224000	99.7	99.7	99.7	99.7	chr2L:223000
chr2L	224000	225000	99.7	99.7	99.7	99.7	chr2L:224000
chr2L	225000	226000	98.3	98.3	98.3	98.3	chr2L:225000
chr2L	226000	227000	99.5	99.7	99.5	99.7	chr2L:226000
chr2L	227000	228000	98	97.8	98	97.8	chr2L:227000
chr2L	228000	229000	98.2	98.2	98.2	98.2	chr2L:228000
chr2L	229000	230000	99.7	99.7	99.7	99.7	chr2L:229000
chr2L	230000	231000	99.5	99.5	99.5	99.5	chr2L:230000
chr2L	231000	232000	99.7	99.7	99.7	99.7	chr2L:231000
chr2L	232000	233000	99.5	99.6	99.5	99.6	chr2L:232000
chr2L	233000	234000	99.9	99.8	99.9	99.8	chr2L:233000
chr2L	234000	235000	99.6	99.6	99.6	99.6	chr2L:234000
chr2L	235000	236000	99.8	99.8	99.8	99.8	chr2L:235000
chr2L	236000	237000	99.9	99.9	99.9	99.9	chr2L:236000
chr2L	237000	238000	99.8	99.8	99.8	99.8	chr2L:237000
chr2L	238000	239000	99.9	99.9	99.9	99.9	chr2L:238000
chr2L	239000	240000	98.7	98.7	98.7	98.7	chr2L:239000
chr2L	240000	241000	94	94	94	94	chr2L:240000
chr2L	241000	242000	94.5	94.5	94.5	94.5	chr2L:241000
chr2L	242000	243000	99.5	99.5	99.5	99.5	chr2L:242000
chr2L	243000	244000	99.1	99.3	99.1	99.3	chr2L:243000
chr2L	244000	245000	98.1	97.9	98.1	97.9	chr2L:244000
chr2L	245000	246000	99.1	99.1	99.1	99.1	chr2L:245000
chr2L	246000	247000	99.1	99.1	99.1	99.1	chr2L:246000
chr2L	247000	248000	99	99	99	99	chr2L:247000
chr2L	248000	249000	99.9	99.9	99.9	99.9	chr2L:248000
chr2L	249000	250000	100	100	100	100	chr2L:249000
chr2L	250000	251000	99.9	99.9	99.9	99.9	chr2L:250000
chr2L	251000	252000	100	100	100	100	chr2L:251000
chr2L	252000	253000	99.7	99.7	99.7	99.7	chr2L:252000
chr2L	253000	254000	100	100	100	100	chr2L:253000
chr2L	254000	255000	99.8	99.8	99.8	99.8	chr2L:254000
chr2L	255000	256000	99.7	99.7	99.7	99.7	chr2L:255000
chr2L	256000	257000	100	100	100	100	chr2L:256000
chr2L	257000	258000	99.1	99.1	99.1	99.1	chr2L:257000
chr2L	258000	259000	100	100	100	100	chr2L:258000
chr2L	259000	260000	95.7	95.7	95.7	95.7	chr2L:259000
chr2L	260000	261000	99.7	99.7	99.7	99.7	chr2L:260000
chr2L	261000	262000	99.7	99.7	99.7	99.7	chr2L:261000
chr2L	262000	263000	99.9	99.9	99.9	99.9	chr2L:262000
chr2L	263000	264000	99.9	99.9	99.9	99.9	chr2L:263000
chr2L	264000	265000	99.6	99.6	99.6	99.6	chr2L:264000
chr2L	265000	266000	100	100	100	100	chr2L:265000
chr2L	266000	267000	99.3	99.3	99.3	99.3	chr2L:266000
chr2L	267000	268000	99.6	99.6	99.6	99.6	chr2L:267000
chr2L	268000	269000	99.5	99.9	99.5	99.9	chr2L:268000
chr2L	269000	270000	99.6	99.2	99.6	99.2	chr2L:269000
chr2L	270000	271000	100	100	100	100	chr2L:270000
chr2L	271000	272000	99.9	99.9	99.9	99.9	chr2L:271000
chr2L	272000	273000	99.2	99.2	99.2	99.2	chr2L:272000
chr2L	273000	274000	98.1	98.1	98.1	98.1	chr2L:273000
chr2L	274000	275000	99.8	99.8	99.8	99.8	chr2L:274000
chr2L	275000	276000	99.8	99.8	99.8	99.8	chr2L:275000
chr2L	276000	277000	99.9	99.9	99.9	99.9	chr2L:276000
chr2L	277000	278000	99.3	99.3	99.3	99.3	chr2L:277000
chr2L	278000	279000	100	100	100	100	chr2L:278000
chr2L	279000	280000	100	100	100	100	chr2L:279000
chr2L	280000	281000	99.9	99.9	99.9	99.9	chr2L:280000
chr2L	281000	282000	99.9	99.9	99.9	99.9	chr2L:281000
chr2L	282000	283000	99.9	99.9	99.9	99.9	chr2L:282000
chr2L	283000	284000	99.7	99.7	99.7	99.7	chr2L:283000
chr2L	284000	285000	99.9	99.9	99.9	99.9	chr2L:284000
chr2L	285000	286000	99.4	99.5	99.4	99.5	chr2L:285000
chr2L	286000	287000	100	99.9	100	99.9	chr2L:286000
chr2L	287000	288000	99.8	99.8	99.8	99.8	chr2L:287000
chr2L	288000	289000	99.9	99.9	99.9	99.9	chr2L:288000
chr2L	289000	290000	98.3	98.3	98.3	98.3	chr2L:289000
chr2L	290000	291000	99.2	99.2	99.2	99.2	chr2L:290000
chr2L	291000	292000	100	100	100	100	chr2L:291000
chr2L	292000	293000	99.9	99.9	99.9	99.9	chr2L:292000
chr2L	293000	294000	98.9	98.9	98.9	98.9	chr2L:293000
chr2L	294000	295000	99.5	99.5	99.5	99.5	chr2L:294000
chr2L	295000	296000	99.7	99.7	99.7	99.7	chr2L:295000
chr2L	296000	297000	100	100	100	100	chr2L:296000
chr2L	297000	298000	99.9	99.9	99.9	99.9	chr2L:297000
chr2L	298000	299000	99.5	99.7	99.5	99.7	chr2L:298000
chr2L	299000	300000	99.6	99.4	99.6	99.4	chr2L:299000
chr2L	300000	301000	99.5	99.5	99.5	99.5	chr2L:300000
chr2L	301000	302000	99.5	99.8	99.5	99.8	chr2L:301000
chr2L	302000	303000	99.9	99.6	99.9	99.6	chr2L:302000
chr2L	303000	304000	96.4	96.4	96.4	96.4	chr2L:303000
chr2L	304000	305000	97.1	97.1	97.1	97.1	chr2L:304000
chr2L	305000	306000	99.7	99.7	99.7	99.7	chr2L:305000
chr2L	306000	307000	98.1	98.1	98.1	98.1	chr2L:306000
chr2L	307000	308000	99.5	99.5	99.5	99.5	chr2L:307000
chr2L	308000	309000	98.3	98.7	98.3	98.7	chr2L:308000
chr2L	309000	310000	97.9	97.5	97.9	97.5	chr2L:309000
chr2L	310000	311000	99.8	99.8	99.8	99.8	chr2L:310000
chr2L	311000	312000	99.9	99.9	99.9	99.9	chr2L:311000
chr2L	312000	313000	99.9	99.9	99.9	99.9	chr2L:312000
chr2L	313000	314000	99.6	99.6	99.6	99.6	chr2L:313000
chr2L	314000	315000	99.5	99.5	99.5	99.5	chr2L:314000
chr2L	315000	316000	99.1	99.1	99.1	99.1	chr2L:315000
chr2L	316000	317000	99.7	99.7	99.7	99.7	chr2L:316000
chr2L	317000	318000	99.6	99.6	99.6	99.6	chr2L:317000
chr2L	318000	319000	99.6	99.6	99.6	99.6	chr2L:318000
chr2L	319000	320000	100	100	100	100	chr2L:319000
chr2L	320000	321000	99.5	99.5	99.5	99.5	chr2L:320000
chr2L	321000	322000	98.9	98.9	98.9	98.9	chr2L:321000
chr2L	322000	323000	100	100	100	100	chr2L:322000
chr2L	323000	324000	99.8	99.8	99.8	99.8	chr2L:323000
chr2L	324000	325000	99.8	99.8	99.8	99.8	chr2L:324000
chr2L	325000	326000	99.6	99.6	99.6	99.6	chr2L:325000
chr2L	326000	327000	99.9	99.9	99.9	99.9	chr2L:326000
chr2L	327000	328000	100	100	100	100	chr2L:327000
chr2L	328000	329000	97.4	97.4	97.4	97.4	chr2L:328000
chr2L	329000	330000	100	100	100	100	chr2L:329000
chr2L	330000	331000	96.2	96.2	96.2	96.2	chr2L:330000
chr2L	331000	332000	100	100	100	100	chr2L:331000
chr2L	332000	333000	99.8	99.8	99.8	99.8	chr2L:332000
chr2L	333000	334000	100	100	100	100	chr2L:333000
chr2L	334000	335000	99.6	99.7	99.6	99.7	chr2L:334000
chr2L	335000	336000	98.6	98.5	98.6	98.5	chr2L:335000
chr2L	336000	337000	100	100	100	100	chr2L:336000
chr2L	337000	338000	98.9	98.9	98.9	98.9	chr2L:337000
chr2L	338000	339000	99.5	99.5	99.5	99.5	chr2L:338000
chr2L	339000	340000	98.9	98.9	98.9	98.9	chr2L:339000
chr2L	340000	341000	99.3	99.3	99.3	99.3	chr2L:340000
chr2L	341000	342000	99.1	99.1	99.1	99.1	chr2L:341000
chr2L	342000	343000	98.6	98.6	98.6	98.6	chr2L:342000
chr2L	343000	344000	100	100	100	100	chr2L:343000
chr2L	344000	345000	100	100	100	100	chr2L:344000
chr2L	345000	346000	99.9	99.9	99.9	99.9	chr2L:345000
chr2L	346000	347000	99.7	99.7	99.7	99.7	chr2L:346000
chr2L	347000	348000	93.7	97.6	96.3	98.5	chr2L:347000
chr2L	348000	349000	0	0	49.3	46.5	chr2L:348000
chr2L	349000	350000	0	0	69.3	71.7	chr2L:349000
chr2L	350000	351000	2	2	74.8	77.8	chr2L:350000
chr2L	351000	352000	0	0	61.8	58.7	chr2L:351000
chr2L	352000	353000	0	0	67	62.3	chr2L:352000
chr2L	353000	354000	0	0	63.3	60.3	chr2L:353000
chr2L	354000	355000	2	2	50.9	51	chr2L:354000
chr2L	355000	356000	63.2	59.3	80.9	72.4	chr2L:355000
chr2L	356000	357000	99.9	99.9	99.9	99.9	chr2L:356000
chr2L	357000	358000	100	100	100	100	chr2L:357000
chr2L	358000	359000	99.4	99.5	99.4	99.5	chr2L:358000
chr2L	359000	360000	54.5	58.3	66.1	66.7	chr2L:359000
chr2L	360000	361000	2.1	2.1	32.5	29.6	chr2L:360000
chr2L	361000	362000	2	2	32.8	29.1	chr2L:361000
chr2L	362000	363000	0	0	27.4	27.7	chr2L:362000
chr2L	363000	364000	2	2	29	27.7	chr2L:363000
chr2L	364000	365000	1.3	1.3	30.5	28.4	chr2L:364000
chr2L	365000	366000	12.3	8.4	35.6	33.4	chr2L:365000
chr2L	366000	367000	98.9	98.9	98.9	98.9	chr2L:366000
chr2L	367000	368000	98	98	98	98	chr2L:367000
chr2L	368000	369000	99.2	99.2	99.2	99.2	chr2L:368000
chr2L	369000	370000	100	100	100	100	chr2L:369000
chr2L	370000	371000	100	100	100	100	chr2L:370000
chr2L	371000	372000	99.8	99.8	99.8	99.8	chr2L:371000
chr2L	372000	373000	98.8	98.8	98.8	98.8	chr2L:372000
chr2L	373000	374000	99.6	99.6	99.6	99.6	chr2L:373000
chr2L	374000	375000	99.3	99.3	99.3	99.3	chr2L:374000
chr2L	375000	376000	97.6	97.6	97.6	97.6	chr2L:375000
chr2L	376000	377000	99.9	99.9	99.9	99.9	chr2L:376000
chr2L	377000	378000	99.6	99.8	99.6	99.8	chr2L:377000
chr2L	378000	379000	99.7	99.5	99.7	99.5	chr2L:378000
chr2L	379000	380000	100	100	100	100	chr2L:379000
chr2L	380000	381000	99.9	99.9	99.9	99.9	chr2L:380000
chr2L	381000	382000	100	100	100	100	chr2L:381000
chr2L	382000	383000	99	99	99	99	chr2L:382000
chr2L	383000	384000	99.9	99.9	99.9	99.9	chr2L:383000
chr2L	384000	385000	99	99	99	99	chr2L:384000
chr2L	385000	386000	100	100	100	100	chr2L:385000
chr2L	386000	387000	99.2	99.2	99.2	99.2	chr2L:386000
chr2L	387000	388000	100	100	100	100	chr2L:387000
chr2L	388000	389000	99.5	99.8	99.5	99.8	chr2L:388000
chr2L	389000	390000	99	98.7	99	98.7	chr2L:389000
chr2L	390000	391000	98.7	98.7	98.7	98.7	chr2L:390000
chr2L	391000	392000	99.4	99.4	99.4	99.4	chr2L:391000
chr2L	392000	393000	99.5	99.7	99.5	99.7	chr2L:392000
chr2L	393000	394000	99	98.8	99	98.8	chr2L:393000
chr2L	394000	395000	98.8	98.8	98.8	98.8	chr2L:394000
chr2L	395000	396000	100	100	100	100	chr2L:395000
chr2L	396000	397000	99.9	99.9	99.9	99.9	chr2L:396000
chr2L	397000	398000	100	100	100	100	chr2L:397000
chr2L	398000	399000	99.9	99.9	99.9	99.9	chr2L:398000
chr2L	399000	400000	99.8	99.8	99.8	99.8	chr2L:399000
chr2L	400000	401000	100	100	100	100	chr2L:400000
chr2L	401000	402000	99.3	99.3	99.3	99.3	chr2L:401000
chr2L	402000	403000	100	100	100	100	chr2L:402000
chr2L	403000	404000	98.7	98.7	98.7	98.7	chr2L:403000
chr2L	404000	405000	100	100	100	100	chr2L:404000
chr2L	405000	406000	99.9	99.9	99.9	99.9	chr2L:405000
chr2L	406000	407000	99.9	99.9	99.9	99.9	chr2L:406000
chr2L	407000	408000	99.8	99.8	99.8	99.8	chr2L:407000
chr2L	408000	409000	98.6	98.6	98.6	98.6	chr2L:408000
chr2L	409000	410000	100	100	100	100	chr2L:409000
chr2L	410000	411000	100	100	100	100	chr2L:410000
chr2L	411000	412000	99.8	99.8	99.8	99.8	chr2L:411000
chr2L	412000	413000	100	100	100	100	chr2L:412000
chr2L	413000	414000	99.3	99.3	99.3	99.3	chr2L:413000
chr2L	414000	415000	99.7	99.7	99.7	99.7	chr2L:414000
chr2L	415000	416000	100	100	100	100	chr2L:415000
chr2L	416000	417000	100	100	100	100	chr2L:416000
chr2L	417000	418000	100	100	100	100	chr2L:417000
chr2L	418000	419000	99.9	99.9	99.9	99.9	chr2L:418000
chr2L	419000	420000	99.7	99.7	99.7	99.7	chr2L:419000
chr2L	420000	421000	98.9	98.9	98.9	98.9	chr2L:420000
chr2L	421000	422000	98.9	98.9	98.9	98.9	chr2L:421000
chr2L	422000	423000	100	100	100	100	chr2L:422000
chr2L	423000	424000	97.5	97.6	97.5	97.6	chr2L:423000
chr2L	424000	425000	99.9	99.8	99.9	99.8	chr2L:424000
chr2L	425000	426000	99.7	99.7	99.7	99.7	chr2L:425000
